,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
0,4,16,0.0011195979313924909,C,0.0005845120176672935,7,0.11186166852712631,O,0.14716216921806335,0
1,22,31,0.002739746356382966,C,5.8610065025277436e-05,22,0.002739746356382966,(,0.002507813973352313,0
2,33,35,1.6220670362443457e-09,C,4.44800609105539e-13,6,0.8230785131454468,C,0.0,0
3,12,15,1.701532892184332e-05,C,1.1056089377348144e-09,12,1.701532892184332e-05,(,2.795165414681833e-07,1
4,22,31,5.732481817791873e-14,c,7.405132178295044e-15,29,0.9999264478683472,s,0.9999264478683472,1
5,10,35,0.0014405621914193034,c,9.295665950048715e-05,33,0.5039210319519043,[nH],0.6430230736732483,1
6,6,15,1.9688889673547598e-26,N,5.849187661540998e-25,12,1.0,[nH],1.0,2
7,17,20,1.205106627821806e-07,C,9.769786757374277e-09,18,9.639919653636753e-07,=,9.639919653636753e-07,2
8,25,27,1.0167168493934427e-30,c,1.548326141404127e-25,24,1.548326141404127e-25,c,0.0,2
9,30,32,6.958839060544619e-10,c,1.0736024699462e-12,30,6.958839060544619e-10,(,0.0,2
10,5,8,5.668375546719062e-09,C,6.795210227839021e-11,5,5.668375546719062e-09,(,4.864025626716284e-09,3
11,23,25,1.9673557422297529e-25,c,7.878437060615842e-26,3,0.9553964138031006,N,0.0,3
12,17,29,2.39562982526356e-19,c,3.413418635719462e-20,3,0.9691172242164612,N,0.0023595700040459633,3
13,3,6,3.4389420200398035e-09,C,2.4428648340291126e-11,3,3.4389420200398035e-09,(,2.2967618917846266e-09,4
14,19,22,0.00021241026115603745,C,3.429937805776717e-06,20,0.0006756032817065716,=,0.0006756032817065716,4
15,14,31,4.350257313490147e-06,c,8.604343015861105e-09,1,0.4688275158405304,C,3.216825280105695e-05,4
16,34,36,0.00442427396774292,C,9.311564781455672e-07,32,0.7431280016899109,O,0.0,4
17,11,14,4.1353427349122285e-09,C,1.7841749799731873e-16,11,4.1353427349122285e-09,(,5.508081837857226e-12,5
18,18,21,7.89347699616666e-14,C,3.8002311022395884e-19,19,2.7459553185969765e-13,=,2.7459553185969765e-13,5
19,9,38,0.004802829585969448,c,1.3497056897904258e-05,29,0.8016309142112732,C,0.8808445930480957,5
20,7,9,0.02002514712512493,c,0.08613619953393936,5,0.30476126074790955,n,0.0,6
21,15,18,3.0500661523547024e-05,C,6.700154244754231e-07,16,6.43154708086513e-05,=,6.43154708086513e-05,6
22,20,22,0.10073594748973846,C,0.006961730774492025,13,0.16091157495975494,N,0.0,6
23,11,30,9.177169441043631e-12,c,1.0458929729229016e-11,27,0.976168692111969,s,0.9761693477630615,6
24,4,7,3.7860017898516674e-10,S,3.854315480111836e-07,3,3.854315480111836e-07,S,3.531266390410792e-09,7
25,16,19,0.00011150804493809119,c,3.760796971619129e-07,16,0.00011150804493809119,(,7.540131264249794e-06,7
26,8,26,0.004728289786726236,),1.219953628606163e-05,3,0.6312270760536194,S,0.09935154020786285,7
27,4,11,0.0013471069978550076,C,0.0013811407843604684,8,0.020574582740664482,C,0.05653434991836548,8
28,27,29,2.2259020002218148e-17,c,3.285475190517584e-13,26,3.285475190517584e-13,c,0.0,8
29,21,33,0.0002652884286362678,N,1.0428782843519002e-05,31,0.4382457733154297,n,0.43953263759613037,8
30,3,6,4.370767303640832e-09,C,1.0371027647781972e-10,3,4.370767303640832e-09,(,1.0943692480003264e-10,9
31,17,20,1.3605566326346796e-11,C,5.0162816457449214e-17,17,1.3605566326346796e-11,(,2.413039386361948e-13,9
32,27,29,1.246343158587873e-32,c,7.888928034357157e-30,26,7.888928034357157e-30,c,0.0,9
33,14,33,0.0,c,0.0,0,0.0,<bos>,0.0,9
34,11,13,0.0003285628044977784,C,0.0037111632991582155,9,0.9691897034645081,C,0.0,10
35,4,17,1.9445749330770923e-06,C,2.6523885026108474e-06,11,0.22426055371761322,(,0.23474957048892975,10
36,29,31,7.105750410119072e-05,c,0.0006843841983936727,17,0.06694064289331436,),0.0,10
37,22,36,3.672050752356881e-08,c,3.14967030234925e-09,33,9.401413990417495e-05,c,0.00022108734992798418,10
38,10,13,1.2562682968564332e-05,C,1.3423202993578798e-08,10,1.2562682968564332e-05,(,1.3943808880867437e-06,11
39,19,21,8.471937991483185e-22,c,4.819729031722145e-23,5,0.9999983310699463,=,0.0,11
40,22,24,5.805488646306906e-16,c,2.3074963028659953e-14,21,2.3074963028659953e-14,c,0.0,12
41,15,28,5.113876613904722e-05,c,3.737183942575939e-05,23,0.9512096047401428,Cl,0.9565724730491638,12
42,7,31,1.2493329938287334e-12,c,1.2561666117016923e-12,29,0.5165102481842041,o,0.5165867209434509,12
43,4,15,4.4540202621501206e-15,C,8.703062362712963e-16,13,0.0007567140273749828,O,0.0007567141437903047,13
44,25,27,7.701200788190476e-11,C,8.93276563829204e-11,24,8.93276563829204e-11,C,0.0,13
45,28,30,4.903331430120006e-14,),1.4314474085230788e-12,27,1.4314474085230788e-12,),0.0,13
46,23,32,1.1861889106512535e-06,C,3.474452228147129e-07,30,0.00011830810399260372,),0.00015578682359773666,13
47,17,20,8.527295904059429e-06,C,1.591475040640944e-08,17,8.527295904059429e-06,(,1.4080983490316612e-08,14
48,30,32,1.3434614629659336e-06,C,2.2143140654407034e-09,30,1.3434614629659336e-06,(,0.0,14
49,26,35,9.539071599675222e-15,c,1.5468548769982535e-16,33,0.019447915256023407,=,0.020255640149116516,14
50,8,39,2.1492611267603934e-05,c,3.2807261050038505e-06,10,0.6747698783874512,2,0.7196910381317139,14
51,11,14,1.1709260643066096e-15,C,1.8759334428996893e-19,11,1.1709260643066096e-15,(,5.253853145451622e-16,15
52,20,22,7.353956887539603e-39,c,2.8754644487945246e-42,20,7.353956887539603e-39,(,0.0,15
53,7,26,5.2876778476596e-13,c,2.8878290682160176e-14,21,0.9780445694923401,Br,0.9780482053756714,15
54,3,5,0.20951342582702637,C,0.10485834628343582,3,0.20951342582702637,(,0.0,16
55,7,9,0.10147330909967422,C,0.3859221041202545,6,0.3859221041202545,C,0.0,16
56,12,15,1.0380155623934684e-09,C,4.354816854346133e-12,12,1.0380155623934684e-09,(,5.728678816041555e-12,16
57,25,27,1.4636121350804083e-18,C,1.9287062181724823e-14,24,1.9287062181724823e-14,C,0.0,16
58,28,30,1.2728089201890095e-30,),5.53220246560037e-16,27,5.53220246560037e-16,),0.0,16
59,22,32,1.9625070457607308e-09,N,4.116371687956644e-09,29,1.154776236944599e-05,F,1.1920780707441736e-05,16
60,9,13,1.0035036495346927e-15,c,2.426954369239361e-17,11,4.2677297074078524e-07,#,4.2677297074078524e-07,17
61,3,18,7.16197837391519e-06,C,2.427250933578762e-07,16,0.023981254547834396,n,0.027609964832663536,17
62,26,28,4.094488149138792e-14,c,1.9834501269601172e-14,26,4.094488149138792e-14,(,0.0,17
63,11,14,1.7419610230717808e-05,C,1.7276533981203102e-07,11,1.7419610230717808e-05,(,1.574258874370571e-07,18
64,20,25,3.1531218608327194e-11,c,5.119051883772929e-13,23,0.09392865002155304,#,0.09392872452735901,18
65,8,29,3.644800390320557e-13,c,2.323216768498914e-15,23,1.0,#,1.0,18
66,25,28,3.121342828649176e-08,C,2.6263094810019538e-08,26,6.33102672509267e-08,=,6.33102672509267e-08,19
67,22,37,4.478267427298222e-16,c,2.11146329955439e-18,35,3.2702294561204326e-07,n,3.273308948337217e-07,19
68,15,41,0.0024987999349832535,c,3.365208613104187e-06,15,0.0024987999349832535,(,0.00612929230555892,19
69,8,44,5.639842584059807e-07,c,1.7669107421625085e-07,41,0.015014990232884884,),0.020384062081575394,19
70,3,5,0.20951342582702637,C,0.10485834628343582,3,0.20951342582702637,(,0.0,20
71,10,13,4.769953876326838e-10,C,5.283615212015036e-10,9,5.283615212015036e-10,C,1.0013767592909062e-10,20
72,16,18,1.2121810499809982e-10,N,2.2545061995060678e-07,8,0.37509143352508545,N,0.0,20
73,20,23,3.6236035612091655e-06,C,2.0727634886252844e-10,20,3.6236035612091655e-06,(,2.6033208921916184e-10,20
74,6,8,0.06774595379829407,c,0.09000425785779953,1,0.10630840808153152,C,0.0,21
75,13,16,0.00021604144421871752,C,3.749544674747085e-08,13,0.00021604144421871752,(,4.887926934316056e-06,21
76,20,22,2.358129495405592e-05,C,4.8419853015957415e-08,20,2.358129495405592e-05,(,0.0,21
77,11,30,0.000684419646859169,c,1.9691246052389033e-05,28,0.050424519926309586,o,0.05717737600207329,21
78,7,9,0.09112750738859177,c,0.21423326432704926,6,0.21423326432704926,c,0.0,22
79,18,20,0.00907336175441742,c,0.001939935958944261,16,0.08879565447568893,n,0.0,22
80,22,24,9.972327461582609e-06,c,6.213559390744194e-05,20,0.0009642586810514331,),0.0,22
81,26,28,4.800362489731924e-07,c,0.010928633622825146,25,0.010928633622825146,c,0.0,22
82,11,31,6.028348309428111e-08,c,1.0844307674062748e-08,28,0.06405705213546753,),0.06528076529502869,22
83,7,9,0.09112750738859177,c,0.21423326432704926,6,0.21423326432704926,c,0.0,23
84,14,17,7.381418072327506e-07,C,5.517601930904448e-09,14,7.381418072327506e-07,(,8.375935500737341e-09,23
85,11,32,0.0005052571650594473,c,2.327620388098417e-11,23,0.3817715048789978,3,0.4173037111759186,23
86,10,13,9.680025669922543e-09,C,5.129452418373148e-10,10,9.680025669922543e-09,(,7.332373375135148e-09,24
87,19,29,1.5102223187568597e-06,n,0.0045047951862216,2,0.9624482989311218,#,1.105097180698067e-05,24
88,10,12,0.011958648450672626,N,0.014974656514823437,1,0.03914334625005722,C,0.0,25
89,22,25,6.097222285461612e-05,C,1.625194818188902e-05,22,6.097222285461612e-05,(,1.9229577446822077e-05,25
90,8,37,6.752485660399543e-06,c,6.126457674504593e-10,34,0.3165709674358368,c,0.31818923354148865,25
91,16,20,4.719541720987763e-06,c,1.7174393462937587e-07,18,0.08458199352025986,#,0.0845879465341568,26
92,22,31,0.001748054870404303,c,0.029534602537751198,23,0.25099095702171326,N,0.25127050280570984,26
93,9,34,1.6747762856539339e-06,c,7.25050540495431e-07,32,0.7129219770431519,o,0.7145160436630249,26
94,8,10,0.003346748650074005,c,0.008116072975099087,2,0.8411507606506348,S,0.0,27
95,14,17,0.00020329577091615647,C,1.6738370050006779e-06,14,0.00020329577091615647,(,2.1019179712311598e-06,27
96,12,30,2.6101295702574134e-07,c,5.832891147861119e-08,2,0.9359750151634216,S,0.019748905673623085,27
97,6,9,2.87388228770169e-08,C,4.757696459023464e-10,6,2.87388228770169e-08,(,3.0088729285893123e-09,28
98,16,22,2.3926052805656184e-10,N,6.688074094540752e-09,18,8.632438039057888e-06,2,8.647034519526642e-06,28
99,3,26,2.6107829853572184e-07,C,3.4712519525470498e-09,22,0.7521648406982422,),0.8715115189552307,28
100,34,37,0.6411665081977844,c,5.526825407287106e-05,34,0.6411665081977844,(,0.000575697049498558,28
101,9,12,0.0008203137549571693,C,4.700000863522291e-05,9,0.0008203137549571693,(,0.0002536680840421468,29
102,6,25,1.8965648607149888e-08,c,1.2533953909488194e-11,15,0.9969731569290161,s,0.9980592727661133,29
103,7,10,0.00018735553021542728,C,0.0002295508311362937,6,0.0002295508311362937,C,8.55250473250635e-05,30
104,17,21,1.5962099197963653e-08,2,8.241289428667642e-09,17,1.5962099197963653e-08,(,1.1371498187529028e-09,30
105,4,7,1.6484161733387737e-06,C,9.188854122044177e-09,4,1.6484161733387737e-06,(,1.084024802366912e-06,31
106,17,20,4.2271744860045146e-07,C,1.3616650862413593e-10,17,4.2271744860045146e-07,(,1.330851207015371e-09,31
107,24,27,7.754119724268094e-05,C,3.726254931279982e-07,24,7.754119724268094e-05,(,3.7311053802113747e-07,31
108,14,37,1.4165700834567474e-09,c,4.210359816868292e-13,1,0.9811721444129944,C,6.230821414376919e-10,31
109,8,11,2.072242568829097e-05,S,0.0002876591752283275,7,0.0002876591752283275,S,5.157243094799924e-07,32
110,12,15,4.187250306131318e-05,),2.106501995058352e-07,12,4.187250306131318e-05,(,1.5886691471678205e-05,32
111,6,26,0.0,c,0.0,23,2.771493932143235e-37,c,2.7716286810035643e-37,32
112,5,8,1.7613840554986382e-06,C,1.5560241897055738e-13,5,1.7613840554986382e-06,(,1.5264245689650124e-07,33
113,14,16,1.0434856543986536e-18,1,2.310568625318865e-08,13,2.310568625318865e-08,1,0.0,33
114,3,18,2.152703861996458e-28,N,5.44770710740561e-29,15,6.027493483696808e-19,Cl,6.081573001181876e-19,33
115,24,26,7.959389034363842e-15,c,3.270641743546854e-11,23,3.270641743546854e-11,c,0.0,33
116,28,30,4.1520958893315196e-10,c,1.121870774056788e-08,27,1.121870774056788e-08,c,0.0,33
117,17,20,1.7737441515564e-09,C,1.5470348557755642e-08,16,1.5470348557755642e-08,C,3.4376548829762044e-10,34
118,14,29,0.0009972439147531986,c,0.00018273305613547564,26,0.06758181750774384,n,0.07433627545833588,34
119,31,33,0.00036807756987400353,n,0.9219244122505188,30,0.9219244122505188,n,0.0,34
120,8,36,4.462291599338641e-06,c,7.530579750891775e-06,33,0.010463010519742966,),0.02802421525120735,34
121,21,24,1.0590866529826794e-16,C,6.476671927202837e-21,21,1.0590866529826794e-16,(,2.2119998651798505e-20,35
122,18,33,1.693191475915512e-09,n,2.303765844757777e-09,12,0.9984893798828125,s,2.3644108182452328e-07,35
123,35,38,1.822229162267569e-13,c,1.219219753673432e-16,36,3.026837135967908e-13,=,3.026837135967908e-13,35
124,7,42,5.740365322838559e-14,c,1.0391381562190917e-14,39,4.71524117529043e-08,c,5.056968177541421e-08,35
125,8,11,7.484959180237283e-11,C,7.302361162584911e-14,6,1.7389641016052337e-07,N,1.0245079090642761e-10,36
126,17,20,1.1911053661606275e-05,C,2.316579705841093e-10,17,1.1911053661606275e-05,(,8.145189522856811e-10,36
127,26,28,6.708653970667381e-19,c,1.5421607924581376e-17,25,1.5421607924581376e-17,c,0.0,36
128,4,33,9.684504797922796e-22,1,8.292190922409912e-23,31,4.802999106968313e-15,2,4.883255902237132e-15,36
129,9,12,7.568191904283594e-06,C,6.094796276556735e-07,3,0.005803456995636225,O,3.957728495151969e-06,37
130,24,26,4.610471443588442e-20,c,1.8027474103578384e-20,3,0.9867343902587891,O,0.0,37
131,3,6,3.4389420200398035e-09,C,2.4428648340291126e-11,3,3.4389420200398035e-09,(,2.2967618917846266e-09,38
132,15,18,0.000154165129060857,C,2.232143145874943e-07,15,0.000154165129060857,(,1.4947041790946969e-06,38
133,20,30,0.13420478999614716,N,0.0015698660863563418,20,0.13420478999614716,(,0.12502701580524445,38
134,13,36,7.922847933272692e-10,c,7.057049389302961e-12,32,0.010584825649857521,2,0.016764461994171143,38
135,5,7,0.04650738462805748,N,0.10949381440877914,3,0.32363161444664,C,0.0,39
136,9,12,1.1944330253754742e-05,S,5.326612040335021e-07,9,1.1944330253754742e-05,(,1.082854339529149e-07,39
137,13,16,5.504536602529697e-05,),6.109511559770908e-06,13,5.504536602529697e-05,(,4.5390668674372137e-05,39
138,24,26,8.519742149812846e-25,C,4.3145283504305506e-27,24,8.519742149812846e-25,(,0.0,39
139,22,28,2.887146599655353e-22,n,1.6322243089913565e-24,25,1.5363844645092267e-15,F,1.5364304160466152e-15,39
140,3,5,0.20951342582702637,C,0.10485834628343582,3,0.20951342582702637,(,0.0,40
141,13,17,4.437916700794631e-11,c,3.978566031068162e-17,15,0.9902839064598083,#,0.9902839064598083,40
142,23,26,2.998328668679662e-11,C,2.183837529215471e-12,23,2.998328668679662e-11,(,1.9375553407790375e-14,40
143,34,36,7.724433999101166e-07,n,0.2699902057647705,15,0.6190637350082397,#,0.0,40
144,22,25,9.562321701165287e-17,C,4.332461690386929e-17,20,2.1816133155636713e-13,N,8.561871234828532e-17,41
145,19,33,2.5727668884201194e-09,2,1.7749798297828079e-09,31,0.12237375229597092,O,0.12239763885736465,41
146,15,37,2.406368548690807e-05,c,2.6307615641485427e-08,10,0.5808002352714539,-,0.06386134028434753,41
147,7,9,0.12063578516244888,C,0.0030053474474698305,5,0.18300622701644897,C,0.0,42
148,4,13,1.6024963813061378e-14,N,6.984617420026373e-13,11,0.060315635055303574,#,0.06031566113233566,42
149,15,18,0.00036210138932801783,C,2.102020152960904e-05,15,0.00036210138932801783,(,7.87439330451889e-06,42
